Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
200198,2020,8/19/2021,Easton,25 WESTWOOD DRIVE,265600,475000,0.5591,Residential,Single Family,1
200565,2020,6/10/2021,Glastonbury,W/7A MATSON HILL RD & N/5D FOO,127400,75000,1.698666667,Vacant Land,Nan,1
20097,2020,2/11/2021,Derby,321 OLIVIA ST,168770,300000,0.5625,Residential,Two Family,1
200965,2020,7/1/2021,Manchester,31 NOLAN CIRCLE UNIT 31,133400,205000,0.6507,Residential,Condo,1
200000317,2020,7/2/2021,Brookfield,1 ALEXANDER DR,180130,385000,0.4678,Residential,Single Family,1
200615,2020,8/2/2021,East Haven,11 PARK PL,192070,372900,0.515,Residential,Two Family,1
200259,2020,1/22/2021,Branford,17 MONTOYA,92900,200000,0.4645,Residential,Condo,1
200020,2020,11/2/2020,Bethlehem,351 MAIN ST S,125500,320000,0.3921,Residential,Two Family,0
201226,2020,6/18/2021,Greenwich,44 PATTERSON AVENUE,3155460,6000000,0.5259,Residential,Single Family,1
200461,2020,1/7/2021,Danbury,5 NABBY RD B73,36800,92000,0.4,Residential,Condo,1
201266,2020,7/16/2021,Griswold,58 PRESTON RD,97020,120000,0.8085,Residential,Single Family,1
200137,2020,9/29/2021,Bethany,17 FATIMA DR,204260,436000,0.4684,Residential,Single Family,1
200207,2020,9/29/2021,Hebron,26 ST RONAN RD,146380,320000,0.4574,Residential,Single Family,1
200648,2020,8/23/2021,Farmington,337 MAIN ST,194710,367900,0.5292,Residential,Single Family,1
20360,2020,5/27/2021,Darien,7 PHEASANT RUN,803320,1437500,0.5588,Residential,Single Family,1
200644,2020,8/12/2021,East Haven,60 BURGESS ST,117890,202000,0.5836,Residential,Single Family,1
200092,2020,12/8/2020,Killingly,12 ORLEANS AVE,119420,234000,0.5103,Residential,Single Family,0
200090,2020,12/16/2020,Bloomfield,164 THISTLE POND DRIVE,160580,280000,0.5735,Residential,Condo,0
200019,2020,10/9/2020,Avon,2 ECHO LANE,273110,330000,0.8276,Residential,Condo,0
200099,2020,10/20/2020,Greenwich,1 SHADY LANE,1130640,1878000,0.602,Residential,Single Family,0
2020030,2020,10/23/2020,Ansonia,33-35 FOREST AVE,142500,265000,0.5377,Residential,Two Family,0
200082,2020,5/14/2021,Beacon Falls,57 MAPLE AVENUE,128140,61020,2.0999,Residential,Single Family,1
200007,2020,10/5/2020,Cheshire,344 CORNWALL AVE,200610,360000,0.5572,Residential,Single Family,0
200294,2020,11/24/2020,Danbury,328 CENTER MEADOW LA,204300,360000,0.5675,Residential,Condo,0
201453,2020,7/21/2021,Greenwich,47 LAFAYETTE PLACE #3F,473830,684000,0.6927,Residential,Condo,1
200837,2020,4/12/2021,Greenwich,121 WEST LYON FARM DRIVE,586040,950000,0.6168,Residential,Condo,1
200104,2020,11/4/2020,Branford,2G THIMBLE ISLE,45100,80000,0.5637,Residential,Condo,0
200047,2020,6/17/2021,Canaan,151 UNDERMOUNTAIN RD,212000,1250000,0.1696,Residential,Single Family,1
200158,2020,11/2/2020,Danbury,5 NABBY RD B143,38300,97000,0.3948,Residential,Condo,0
200256,2020,5/18/2021,Killingly,5048 HARTFORD EXT,288120,439900,0.6549,Residential,Single Family,1
200749,2020,7/22/2021,Enfield,STILL MEADOW B01UA,82490,185000,0.4458,Residential,Condo,1
2000233,2020,3/17/2021,Cheshire,395 GUNNAR CT,402040,590000,0.6814,Residential,Single Family,1
20076,2020,12/29/2020,Burlington,81 SOUTH MAIN STREET,256900,499900,0.5139,Residential,Single Family,0
20249,2020,12/30/2020,East Hartford,188 CHESTER ST,102200,202000,0.5059,Residential,Single Family,0
200121,2020,11/24/2020,East Haven,257 DODGE AVE,210140,320000,0.6566,Residential,Two Family,0
200374,2020,6/15/2021,Madison,30 CHESTNUT HILL RD,249600,500000,0.4992,Residential,Single Family,1
200007,2020,11/13/2020,Chaplin,166 LYNCH RD,100700,166000,0.6066,Residential,Single Family,0
20082,2020,11/4/2020,Farmington,426 MAIN ST,148200,265000,0.5592,Residential,Single Family,0
200221,2020,12/31/2020,Groton,21 DENISON CT,88900,205000,0.433658537,Residential,Two Family,0
201291,2020,8/2/2021,Griswold,38 PALMER AVE,87780,215000,0.4082,Residential,Two Family,1
200296,2020,2/8/2021,Glastonbury,148 HIGH WOOD DR,320800,445000,0.7208,Residential,Single Family,1
200607,2020,7/29/2021,East Haven,56 PAUL ST,105840,235000,0.4503,Residential,Single Family,1
200140,2020,6/21/2021,Hebron,39 BARBERS WAY,188640,285000,0.6618,Residential,Condo,1
200932,2020,6/23/2021,Manchester,40 EAST MAPLE STREET,152800,325000,0.4701,Residential,Single Family,1
200000410,2020,9/10/2021,Brookfield,11 BRISTOL PATH,132150,180000,0.734166667,Residential,Condo,1
2000317,2020,5/13/2021,Cheshire,134 BIRCH DR,186020,355000,0.524,Residential,Single Family,1
201316,2020,8/3/2021,Danbury,41 STETSON PL,162600,298000,0.5456,Residential,Condo,1
20274,2020,4/14/2021,Bethel,20 CAWLEY AVENUE,165340,285000,0.5801,Residential,Single Family,1
200119,2020,2/5/2021,Colchester,19 HIGHWOOD CIR,163500,260000,0.6288,Residential,Single Family,1
200720,2020,9/20/2021,Farmington,9090 FLORENCE WAY,6650,3000,2.2166,Residential,Condo,1
200716,2020,4/20/2021,Manchester,63 AMHERST DRIVE,180400,321000,0.561993769,Residential,Single Family,1
201133,2020,8/4/2021,Bristol,125 WEST ST UN 3,34090,53000,0.6432,Residential,Condo,1
20019,2020,10/29/2020,Lebanon,66 BUSH HILL RD,122300,157750,0.7752,Residential,Single Family,0
200087,2020,2/11/2021,Mansfield,10 LEBANON SQ,147000,210000,0.7,Residential,Condo,1
201056,2020,7/30/2021,Hartford,134 MAIN ST #00C1,47187,172500,0.2735,Residential,Condo,1
20211,2020,12/7/2020,Hartford,63 MADISON ST,16590,15000,1.106,Vacant Land,Nan,0
200198,2020,1/19/2021,Farmington,19-21 RESERVOIR RD,247950,407500,0.6084,Residential,Single Family,1
200235,2020,6/30/2021,East Haddam,203 LAKE SHORE DR,77280,184000,0.42,Residential,Single Family,1
200000397,2020,9/1/2021,Brookfield,6 BELDEN HILL RD,586110,909000,0.6447,Residential,Single Family,1
200515,2020,2/25/2021,Bristol,335 SONSTROM RD,132510,233600,0.5672,Residential,Single Family,1
200524,2020,6/1/2021,Branford,65 PINE ORCHARD RD,185000,410000,0.4512,Residential,Single Family,1
200945,2020,6/21/2021,Bristol,155 REDSTONE HILL RD UN 33,68880,140000,0.492,Residential,Condo,1
200202,2020,2/22/2021,Madison,764 OPENING HILL RD,178600,325000,0.5495,Residential,Single Family,1
200039,2020,3/16/2021,Lyme,59-3 ELY FERRY RD,168500,210000,0.8023,Residential,Single Family,1
200418,2020,12/29/2020,Danbury,20 MAURA LA,222700,395000,0.5637,Residential,Condo,0
201198,2020,8/31/2021,Manchester,93 VERNON STREET,106000,210000,0.5047,Residential,Single Family,1
200506,2020,6/7/2021,Groton,268 BRIAR HILL RD,155890,256000,0.6089,Residential,Single Family,1
200159,2020,3/16/2021,Cromwell,112 SKYVIEW DRIVE,103320,180000,0.574,Residential,Condo,1
200210,2020,11/12/2020,Greenwich,62 SHERWOOD AVENUE,3233510,3557500,0.9089,Residential,Single Family,0
200006,2020,10/2/2020,East Lyme,121 UPPER PATTAGANSETT RD,1347920,843146,1.5986,Residential,Single Family,0
200294,2020,4/20/2021,East Lyme,239 OLD BLACK PT RD,1672930,5000000,0.334586,Residential,Single Family,1
200074,2020,11/16/2020,Madison,125 COUNTRY WAY,374700,600000,0.6245,Residential,Single Family,0
201638,2020,8/24/2021,Greenwich,1 WINDING LANE,4361910,4750000,0.9182,Residential,Single Family,1
200485,2020,1/26/2021,Manchester,104 MAIN STREET,178600,325000,0.549538462,Residential,Three Family,1
200266,2020,1/22/2021,Glastonbury,75 POND CIR,205900,329000,0.6258,Residential,Single Family,1
200414,2020,4/21/2021,Groton,37 MARINERS LN,264180,400000,0.6604,Residential,Single Family,1
200330,2020,5/12/2021,East Lyme,15 OLD STONE WAY,294350,562500,0.5232,Residential,Single Family,1
200375,2020,5/12/2021,Farmington,333+8788 SCOTT SWAMP RD,301740,402000,0.750597015,Residential,Single Family,1
20456,2020,4/1/2021,East Hartford,1 SHERMAN AVE,147770,210000,0.7036,Residential,Single Family,1
200163,2020,12/1/2020,Branford,102 LIMEWOOD AVE,198600,400000,0.4965,Residential,Single Family,0
200101,2020,9/22/2021,Bethlehem,109 TODD HILL RD,191800,399000,0.4807,Residential,Single Family,1
200008,2020,10/2/2020,East Lyme,38 HOPE ST  #33,150010,245000,0.612285714,Residential,Condo,0
200305,2020,6/14/2021,Killingly,147 BREAKNECK HILL RD,37450,37000,1.0121,Residential,Single Family,1
200041,2020,11/25/2020,Easton,130 OLD STONEWALL ROAD,735670,1345000,0.5469,Residential,Single Family,0
20669,2020,7/1/2021,East Hartford,165 WOODMONT DR,184890,320000,0.5777,Residential,Single Family,1
200596,2020,7/9/2021,Groton,110 LEAFWOOD LN S194,49350,121900,0.404840033,Residential,Condo,1
201009,2020,7/2/2021,Bristol,WHEELER RD LOTS 32 & 37,25200,77500,0.3251,Vacant Land,Nan,1
20037,2020,2/10/2021,Lisbon,15 THMP,7800,4500,1.733333333,Residential,Single Family,1
20408,2020,7/12/2021,Bethel,37 WHIPPORWILL ROAD,220570,350000,0.6302,Residential,Single Family,1
200041,2020,3/23/2021,Lyme,0 HAMBURG RD,81700,116000,0.704310345,Vacant Land,Nan,1
2020236,2020,6/1/2021,Ansonia,31 JUDSON PL,80800,178000,0.4539,Residential,Single Family,1
200067,2020,11/30/2020,Cromwell,5 COUNTRY SQUIRE,69510,100000,0.6951,Residential,Condo,0
200725,2020,4/27/2021,Bristol,127 HART ST,180250,340000,0.5301,Residential,Single Family,1
20091,2020,11/3/2020,East Hartford,134-136 SISSON ST,97090,210000,0.4623,Residential,Two Family,0
2020273,2020,6/2/2021,Berlin,100 SILVER ISLAND WAY,193700,345000,0.5614,Residential,Condo,1
200307,2020,12/16/2020,Bristol,40 SOUTH ST UN 25 AKA D-3,69790,99000,0.7049,Residential,Condo,0
200244,2020,6/11/2021,Coventry,943 NORTH RIVER RD,184200,200340,0.9194,Residential,Single Family,1
20034,2020,1/19/2021,Barkhamsted,24 MINER LANE,185620,320000,0.58,Residential,Single Family,1
200214,2020,7/15/2021,Litchfield,4 MILLAY CT,226130,627000,0.3606,Residential,Condo,1
200380,2020,12/16/2020,Greenwich,51 OLD STONE BRIDGE ROAD,1211700,1710000,0.7085,Residential,Single Family,0
20013,2020,11/9/2020,Barkhamsted,76 RATLUM RD,117450,180500,0.6506,Residential,Single Family,0
200152,2020,12/14/2020,Farmington,5-E TALCOTT RIDGE RD,105190,178000,0.5909,Residential,Condo,0
200250,2020,9/8/2021,Canton,24 BUNKER HILL ROAD,73230,85000,0.8615,Vacant Land,Nan,1
200003,2020,11/24/2020,Bozrah,147 FITCHVILLE RD,122020,241000,0.506307054,Residential,Single Family,0
200215,2020,12/30/2020,Branford,29 JEFFERSON WOODS,104300,196130,0.5317,Residential,Condo,0
200170,2020,12/18/2020,East Haven,461 MAIN ST,109020,250000,0.436,Commercial,Nan,0
200448,2020,9/2/2021,Killingly,31 CROSS ST,134120,261500,0.5128,Residential,Single Family,1
20034,2020,10/19/2020,Darien,670 HOLLOW TREE RIDGE ROAD,853790,1125000,0.7589,Residential,Single Family,0
200037,2020,10/7/2020,Greenwich,115 RIVR ROAD UN9,481880,845000,0.5702,Residential,Condo,0
200249,2020,5/10/2021,Killingly,519 LITCHFIELD AVE,88270,125000,0.7061,Residential,Two Family,1
200261,2020,1/4/2021,Enfield,52 ELM MEADOWS,153110,202000,0.7579,Residential,Condo,1
2000532,2020,9/21/2021,Cheshire,190 ACADEMY RD,81390,92000,0.8846,Residential,Single Family,1
200046,2020,12/14/2020,Killingworth,261 ROAST MEAT HILL ROAD,310050,415000,0.7471,Residential,Single Family,0
20097,2020,8/4/2021,Lisbon,38 DOGWOOD DR,148470,326500,0.4547,Residential,Single Family,1
200536,2020,6/1/2021,Glastonbury,1136 MAIN ST,475600,700000,0.6794,Residential,Single Family,1
20164,2020,6/28/2021,Burlington,24 STRONG ST,128270,245000,0.5235,Residential,Single Family,1
200034,2020,10/19/2020,Avon,19 LAWRENCE AVENUE,172570,236000,0.7312,Residential,Single Family,0
2000444,2020,7/28/2021,Cheshire,91 SOUTHWICK CT,154460,248000,0.6228,Residential,Condo,1
20244,2020,12/15/2020,Hartford,500 FRANKLIN AVE,134260,270000,0.4972,Commercial,Nan,0
200584,2020,6/4/2021,Enfield,44 SHARREN LA,103860,155000,0.670064516,Residential,Single Family,1
200159,2020,5/18/2021,Mansfield,10 PATRIOTS SQ,99100,185000,0.5356,Residential,Condo,1
201370,2020,7/9/2021,Greenwich,29 HOME PLACE UN B,1321180,1450000,0.9111,Residential,Condo,1
2000343,2020,8/2/2021,Bloomfield,263R DUNCASTER ROAD,237720,548500,0.433400182,Residential,Single Family,1
20514,2020,5/5/2021,East Hartford,46 ARAWAK DR,15290,6000,2.5483,Residential,Condo,1
200193,2020,1/12/2021,Farmington,218-3 NEW BRITAIN AV,55700,101900,0.5466,Residential,Condo,1
200077,2020,8/16/2021,Lyme,36 TOWN ST,163000,383304,0.4252,Residential,Single Family,1
200967,2020,5/24/2021,Danbury,3 PATES PL,199600,525000,0.3801,Residential,Two Family,1
200689,2020,7/19/2021,Glastonbury,30 CAMBRIDGE DR,179300,370000,0.4845,Residential,Single Family,1
200532,2020,8/24/2021,Guilford,888 NO MADISON RD,218990,525000,0.4171,Residential,Single Family,1
200021,2020,10/13/2020,East Haven,38 BURGESS ST,113290,245000,0.4624,Residential,Single Family,0
2000169,2020,3/15/2021,Bloomfield,17 DALE AVENUE,125860,230000,0.5472,Residential,Single Family,1
200073,2020,10/27/2020,Branford,5N THIMBLE ISLE,45100,90000,0.5011,Residential,Condo,0
200839,2020,4/20/2021,Danbury,5 BERKSHIRE DR,207200,380000,0.5452,Residential,Single Family,1
200090,2020,12/7/2020,Killingly,180 MECHANIC ST,85330,100000,0.8533,Residential,Single Family,0
200486,2020,8/25/2021,Madison,519 HORSEPOND RD,166000,349100,0.4755,Residential,Single Family,1
20113,2020,12/7/2020,Bethel,33 HUNTING RIDGE LANE,347191,533775,0.6504,Residential,Condo,0
200326,2020,5/17/2021,Madison,97 HAMMONASSETT MEADOWS RD,274200,495000,0.553939394,Residential,Single Family,1
200445,2020,7/7/2021,Guilford,66-33 HIGH ST,336740,925000,0.364043243,Residential,Condo,1
20793,2020,5/20/2021,Hartford,120 ANDOVER ST,45780,65000,0.7043,Residential,Single Family,1
200166,2020,4/5/2021,Coventry,18 LAKEVIEW DR,97100,175000,0.5548,Residential,Single Family,1
200157,2020,1/20/2021,Avon,729 LOVELY STREET,205920,222000,0.927567568,Residential,Single Family,1
20087,2020,8/5/2021,Ashford,70 LAKE VIEW DR,51600,142000,0.363380282,Residential,Single Family,1
201248,2020,8/30/2021,Bristol,115 VINE RD,98000,265000,0.369811321,Residential,Single Family,1
200363,2020,3/2/2021,Enfield,6 REDWING RD,159170,306000,0.5201,Residential,Single Family,1
200362,2020,6/7/2021,Madison,1237 DURHAM RD,226700,500000,0.4534,Residential,Single Family,1
200190,2020,8/30/2021,Hebron,10 RIVER RD,128050,276000,0.4639,Residential,Condo,1
201334,2020,9/8/2021,Griswold,61 SOUTH MAIN ST UNIT 401,91980,195000,0.4716,Residential,Condo,1
20000096,2020,12/4/2020,Brookfield,2 OAK GROVE RD,202210,395000,0.5119,Residential,Single Family,0
200165,2020,11/2/2020,Greenwich,90 BOWMAN DRIVE NORTH,1177330,1800000,0.654072222,Residential,Single Family,0
200106,2020,10/27/2020,Bristol,132 STEARNS ST,113890,269000,0.4233,Residential,Single Family,0
20863,2020,6/10/2021,Hartford,69 OAKLAND TER,61263,165000,0.3712,Residential,Two Family,1
200054,2020,10/16/2020,Manchester,10 TREVOR COURT,269300,407000,0.6616,Residential,Single Family,0
200436,2020,1/6/2021,Manchester,117 BRANFORD STREET,89500,170000,0.5264,Residential,Single Family,1
201079,2020,12/22/2020,Griswold,386 RIXTOWN RD,150290,240900,0.623868825,Residential,Single Family,0
2020197,2020,4/30/2021,Ansonia,27 GROVE ST,89300,100000,0.893,Residential,Single Family,1
200236,2020,12/28/2020,Enfield,2 DARTMOUTH ST,109140,164900,0.6618,Residential,Single Family,0
201502,2020,7/29/2021,Greenwich,29 INDIAN FIELD ROAD,654990,1100000,0.5954,Residential,Single Family,1
200834,2020,4/19/2021,Danbury,55 MILL PLAIN RD 26-1,93700,183500,0.5106,Residential,Condo,1
20146,2020,4/13/2021,Derby,204 EMMETT AVE,124600,222400,0.5602,Residential,Single Family,1
200129,2020,2/24/2021,Colchester,855 OLD HARTFORD RD,162400,340000,0.4776,Residential,Single Family,1
200173,2020,6/14/2021,Canton,453 DOWD AVENUE,81900,142000,0.5767,Residential,Condo,1
20000072,2020,1/4/2021,Granby,47 SALMON BROOK ST,142870,265000,0.5391,Residential,Single Family,1
2000301,2020,7/1/2021,Bloomfield,"231 WINTONBURY AVE, UNIT 5",49000,117500,0.417021277,Residential,Condo,1
200224,2020,6/14/2021,East Haddam,10 PINEHURST LANE,124670,190000,0.6561,Residential,Single Family,1
20803,2020,8/9/2021,East Hartford,70-72 GRAHAM RD,130350,342500,0.3805,Residential,Two Family,1
20000275,2020,9/20/2021,Granby,30 FIRETOWN RD,154210,315000,0.4895,Public Utility,Nan,1
200249,2020,3/29/2021,Madison,15 YANKEE PEDDLER PATH,232000,277000,0.8375,Residential,Single Family,1
200114,2020,4/9/2021,Canton,489 DOWD AVENUE,87320,154000,0.567,Residential,Condo,1
200081,2020,12/14/2020,Cromwell,11 MYSTIQUE LANE,210350,322000,0.6532,Residential,Condo,0
201120,2020,8/2/2021,Bristol,LOT 55-8 NELSON FARM RD,19250,33000,0.5833,Vacant Land,Nan,1
200052,2020,10/23/2020,East Haven,380 COSEY BEACH AVE,202050,219900,0.9188,Vacant Land,Nan,0
200359,2020,12/14/2020,Danbury,1 E HAYESTOWN RD #155,167700,190000,0.882631579,Residential,Condo,0
200605,2020,7/13/2021,Groton,89 JOE AVE,35350,300000,0.1178,Residential,Single Family,1
200851,2020,4/22/2021,Danbury,54 DRIFTWAY RD,203400,180000,1.13,Residential,Single Family,1
200056,2020,11/3/2020,Killingly,36 JOHN ST,90160,230000,0.392,Residential,Single Family,0
200786,2020,3/31/2021,Greenwich,5 PUTNAM PARK,54118680,399000,135.6357,Residential,Condo,1
200170,2020,5/12/2021,Litchfield,87 BALDWIN HILL RD,162200,375000,0.4325,Residential,Single Family,1
200520,2020,5/13/2021,Enfield,20 MEACHAM DR,267370,433250,0.6171,Residential,Single Family,1
200254,2020,3/24/2021,Guilford,99 GREYSTONE WAY,432690,740000,0.5847,Residential,Single Family,1
200936,2020,5/13/2021,Danbury,4A SHEPARD RD,213500,290000,0.7362,Residential,Single Family,1
20000031,2020,11/3/2020,Granby,14 INTERVALE RD,208320,320000,0.651,Residential,Single Family,0
200998,2020,5/27/2021,Danbury,34 TERRE HAUTE RD,290600,575000,0.5053,Residential,Single Family,1
200195,2020,3/30/2021,Killingly,530 PUTNAM PIKE,127120,90000,1.4124,Residential,Single Family,1
201509,2020,9/13/2021,Danbury,4 MCKAY RD,270500,545000,0.4963,Residential,Single Family,1
200130,2020,4/14/2021,Mansfield,17 OLSEN DR,142600,240000,0.5941,Residential,Single Family,1
200337,2020,9/3/2021,Coventry,96 FLANDERS RIVER RD,145900,301000,0.4847,Residential,Single Family,1
200068,2020,3/22/2021,Goshen,150 EAST STREET SOUTH,139280,170000,0.8192,Residential,Single Family,1
200000439,2020,9/30/2021,Brookfield,15 IRONWORKS HILL RD,213630,525000,0.4069,Residential,Single Family,1
20494,2020,4/22/2021,East Hartford,56 MANNING LN,122740,250000,0.4909,Residential,Single Family,1
200682,2020,8/11/2021,Groton,18 BERN CT,110810,260000,0.426192308,Residential,Single Family,1
20010,2020,10/6/2020,Farmington,23 WOODRUFF RD,262970,430000,0.6115,Residential,Single Family,0
2020356,2020,7/30/2021,Berlin,1867 BERLIN TPKE,304000,475000,0.64,Commercial,Nan,1
200054,2020,3/11/2021,Bethlehem,132 STILL HILL RD,304900,1400000,0.217785714,Residential,Single Family,1
200087,2020,6/1/2021,Harwinton,195 COUNTY LINE RD,245890,466000,0.5276,Residential,Single Family,1
200136,2020,6/29/2021,Killingworth,25 ROAST MEAT HILL ROAD,363660,699000,0.5202,Residential,Single Family,1
200134,2020,2/11/2021,Cromwell,226 SKYVIEW DRIVE,116410,165000,0.7055,Residential,Condo,1
20203,2020,2/16/2021,Bethel,145 PUTNAM PARK ROAD,222810,399000,0.5584,Residential,Single Family,1
200116,2020,11/17/2020,Glastonbury,50 OLD FARMS RD,310500,470000,0.6606,Residential,Single Family,0
200107,2020,10/21/2020,Danbury,131 WINDING RIDGE WAY,17500,540334,0.0323,Residential,Condo,0
200435,2020,7/2/2021,Guilford,87 DEN HOLLOW RD,407160,475000,0.8571,Residential,Single Family,1
200432,2020,7/30/2021,Avon,61 TYLER COURT,527000,863000,0.6106,Residential,Single Family,1
2000289,2020,6/24/2021,Bloomfield,19 SYCAMORE ROAD,143850,282150,0.5098,Residential,Single Family,1
200274,2020,7/16/2021,Colchester,49 MELANIE LN,216100,445000,0.4856,Residential,Single Family,1
200154,2020,7/8/2021,Hebron,10 MARTIN RD,153250,250000,0.613,Residential,Single Family,1
200328,2020,2/24/2021,Glastonbury,880 MOTT HILL RD,140200,667000,0.2101,Residential,Single Family,1
20748,2020,5/3/2021,Hartford,52 SOMERS ST,55720,190000,0.2932,Residential,Single Family,1
200086,2020,12/3/2020,Killingly,26 WINTER ST,117320,197500,0.594,Residential,Single Family,0
20077,2020,10/28/2020,East Hartford,45 PHEASANT LN,120480,234000,0.5148,Residential,Single Family,0
200165,2020,12/7/2020,Glastonbury,185 HORIZON LN,467600,695000,0.6728,Residential,Single Family,0
200129,2020,4/23/2021,East Windsor,241 SOUTH WATER ST #9,111070,175000,0.6346,Residential,Single Family,1
200364,2020,9/27/2021,Coventry,154 LANCASTER RD,181000,285000,0.635,Residential,Single Family,1
200053,2020,8/10/2021,Canaan,49 PROSPECT ST,235600,400000,0.589,Residential,Single Family,1
